code,name,description,refreshed_at,from_date,to_date
HYDROBUD,"Stock Prices for HYDROBUD, ISIN PLHDBUD00015, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: HYDROBUD<br><br>ISIN: PLHDBUD00015<br><br>Currency: PLN,2016-09-12 19:15:53,1998-01-16,2007-08-31
HYDROGD,"Stock Prices for HYDROGD, ISIN PLHDBGD00014, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: HYDROGD<br><br>ISIN: PLHDBGD00014<br><br>Currency: PLN,2016-09-12 18:58:27,1998-12-07,2004-03-01
HYDROTOR,"Stock Prices for HYDROTOR, ISIN PLHDRTR00013, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: HYDROTOR<br><br>ISIN: PLHDRTR00013<br><br>Currency: PLN,2020-04-24 18:30:34,1998-03-17,2020-04-24
HYGIENIKA,"Stock Prices for HYGIENIKA, ISIN PLHGNKA00028, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: HYGIENIKA<br><br>ISIN: PLHGNKA00028<br><br>Currency: PLN,2016-09-12 17:17:04,2004-07-05,2014-11-21
HYPERION,"Stock Prices for HYPERION, ISIN PLHPRON00017, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: HYPERION<br><br>ISIN: PLHPRON00017<br><br>Currency: PLN,2019-03-19 18:30:32,2006-08-18,2019-03-19
I2DEV,"Stock Prices for I2DEV, ISIN PLI2DVL00014, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: I2DEV<br><br>ISIN: PLI2DVL00014<br><br>Currency: PLN,2020-04-24 18:30:34,2016-05-19,2020-04-24
IALBGR,"Stock Prices for IALBGR, ISIN PLADVPL00029, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: IALBGR<br><br>ISIN: PLADVPL00029<br><br>Currency: PLN,2020-04-24 18:30:34,2016-04-27,2020-04-24
IBSM,"Stock Prices for IBSM, ISIN PLPLPGR00010, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: IBSM<br><br>ISIN: PLPLPGR00010<br><br>Currency: PLN,2020-04-24 18:30:34,2015-05-11,2020-04-24
IBSYSTEM,"Stock Prices for IBSYSTEM, ISIN PLBRSTM00015, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: IBSYSTEM<br><br>ISIN: PLBRSTM00015<br><br>Currency: PLN,2016-09-12 19:15:54,1997-11-07,2007-12-06
ICOPAL,"Stock Prices for ICOPAL, ISIN PLIZCJA00013, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: ICOPAL<br><br>ISIN: PLIZCJA00013<br><br>Currency: PLN,2016-09-12 19:32:30,1997-03-17,2002-07-24
IDEABANK,"Stock Prices for IDEABANK, ISIN PLIDEAB00013, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: IDEABANK<br><br>ISIN: PLIDEAB00013<br><br>Currency: PLN,2020-04-24 18:30:34,2015-04-29,2020-04-24
IDEATFI,"Stock Prices for IDEATFI, ISIN PLIDATF00012, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: IDEATFI<br><br>ISIN: PLIDATF00012<br><br>Currency: PLN,2016-09-12 16:29:14,2011-03-03,2014-10-03
IDEON,"Stock Prices for IDEON, ISIN PLCNTZP00010, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: IDEON<br><br>ISIN: PLCNTZP00010<br><br>Currency: PLN,2019-10-31 18:30:27,2012-05-23,2019-10-31
IDMSA,"Stock Prices for IDMSA, ISIN PLIDMSA00044, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: IDMSA<br><br>ISIN: PLIDMSA00044<br><br>Currency: PLN,2020-04-24 18:30:34,2005-08-25,2020-04-24
IFCAPITAL,"Stock Prices for IFCAPITAL, ISIN EE3100143041, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: IFCAPITAL<br><br>ISIN: EE3100143041<br><br>Currency: PLN,2020-04-24 18:30:34,2012-03-19,2020-04-24
IFIRMA,"Stock Prices for IFIRMA, ISIN PLPWRMD00011, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: IFIRMA<br><br>ISIN: PLPWRMD00011<br><br>Currency: PLN,2020-04-24 18:30:34,2017-06-08,2020-04-24
IFSA,"Stock Prices for IFSA, ISIN EE3100143033, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: IFSA<br><br>ISIN: EE3100143033<br><br>Currency: PLN,2020-04-24 18:30:34,2014-07-09,2020-04-24
IGROUP,"Stock Prices for IGROUP, ISIN PLARIEL00046, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: IGROUP<br><br>ISIN: PLARIEL00046<br><br>Currency: PLN,2016-09-12 19:32:31,1996-10-14,2013-07-26
IIAAV,"Stock Prices for IIAAV, ISIN AT0000A21KS2, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: IIAAV<br><br>ISIN: AT0000A21KS2<br><br>Currency: PLN,2020-04-24 18:30:34,2013-05-07,2020-04-24
IMCOMPANY,"Stock Prices for IMCOMPANY, ISIN LU0607203980, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: IMCOMPANY<br><br>ISIN: LU0607203980<br><br>Currency: PLN,2020-04-24 18:30:34,2011-05-04,2020-04-24
IMMOBILE,"Stock Prices for IMMOBILE, ISIN PLMAKRM00019, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: IMMOBILE<br><br>ISIN: PLMAKRM00019<br><br>Currency: PLN,2020-04-24 18:30:34,2014-04-03,2020-04-24
IMMOEAST,"Stock Prices for IMMOEAST, ISIN AT0000642806, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: IMMOEAST<br><br>ISIN: AT0000642806<br><br>Currency: PLN,2016-09-12 16:29:23,2007-05-25,2010-05-04
IMPEL,"Stock Prices for IMPEL, ISIN PLIMPEL00011, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: IMPEL<br><br>ISIN: PLIMPEL00011<br><br>Currency: PLN,2020-04-24 18:30:34,2003-11-14,2020-04-24
IMPERA,"Stock Prices for IMPERA, ISIN PLNFI0700018, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: IMPERA<br><br>ISIN: PLNFI0700018<br><br>Currency: PLN,2020-04-24 18:30:34,2013-02-22,2020-04-24
IMPEXMET,"Stock Prices for IMPEXMET, ISIN PLIMPXM00019, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: IMPEXMET<br><br>ISIN: PLIMPXM00019<br><br>Currency: PLN,2019-11-12 18:30:50,1997-06-24,2019-11-12
IMS,"Stock Prices for IMS, ISIN PLINTMS00019, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: IMS<br><br>ISIN: PLINTMS00019<br><br>Currency: PLN,2020-04-24 18:30:34,2014-10-20,2020-04-24
INC,"Stock Prices for INC, ISIN PLINCLT00015, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: INC<br><br>ISIN: PLINCLT00015<br><br>Currency: PLN,2020-04-24 18:30:34,2014-03-06,2020-04-24
INDATA,"Stock Prices for INDATA, ISIN PLTROMD00010, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: INDATA<br><br>ISIN: PLTROMD00010<br><br>Currency: PLN,2019-03-26 18:30:21,2015-04-08,2019-03-26
INDYGO,"Stock Prices for INDYGO, ISIN PLLSTIA00018, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: INDYGO<br><br>ISIN: PLLSTIA00018<br><br>Currency: PLN,2020-04-24 18:30:34,2014-01-22,2020-04-24
INDYKPOL,"Stock Prices for INDYKPOL, ISIN PLINDKP00013, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: INDYKPOL<br><br>ISIN: PLINDKP00013<br><br>Currency: PLN,2020-04-24 18:30:34,1994-10-12,2020-04-24
INGBSK,"Stock Prices for INGBSK, ISIN PLBSK0000017, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: INGBSK<br><br>ISIN: PLBSK0000017<br><br>Currency: PLN,2020-04-24 18:30:34,1994-01-25,2020-04-24
INPOST,"Stock Prices for INPOST, ISIN PLINPST00012, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: INPOST<br><br>ISIN: PLINPST00012<br><br>Currency: PLN,2017-09-18 18:30:35,2015-10-13,2017-09-18
INPRO,"Stock Prices for INPRO, ISIN PLINPRO00015, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: INPRO<br><br>ISIN: PLINPRO00015<br><br>Currency: PLN,2020-04-24 18:30:34,2011-03-22,2020-04-24
INSTAL,"Stock Prices for INSTAL, ISIN PLINSTL00011, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: INSTAL<br><br>ISIN: PLINSTL00011<br><br>Currency: PLN,2016-09-12 19:15:54,1998-06-01,2011-03-03
INSTALKRK,"Stock Prices for INSTALKRK, ISIN PLINSTK00013, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: INSTALKRK<br><br>ISIN: PLINSTK00013<br><br>Currency: PLN,2020-04-24 18:30:34,1999-04-28,2020-04-24
INTAKUS,"Stock Prices for INTAKUS, ISIN PLINTKS00013, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: INTAKUS<br><br>ISIN: PLINTKS00013<br><br>Currency: PLN,2016-09-12 16:29:14,2010-03-26,2015-03-05
INTEGERPL,"Stock Prices for INTEGERPL, ISIN PLINTEG00011, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: INTEGERPL<br><br>ISIN: PLINTEG00011<br><br>Currency: PLN,2017-09-18 18:30:35,2007-12-04,2017-09-18
INTERAOLT,"Stock Prices for INTERAOLT, ISIN LT0000128621, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: INTERAOLT<br><br>ISIN: LT0000128621<br><br>Currency: PLN,2020-04-24 18:30:34,2012-12-18,2020-04-24
INTERBUD,"Stock Prices for INTERBUD, ISIN PLINTBD00014, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: INTERBUD<br><br>ISIN: PLINTBD00014<br><br>Currency: PLN,2020-04-24 18:30:34,2010-11-25,2020-04-24
INTERCARS,"Stock Prices for INTERCARS, ISIN PLINTCS00010, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: INTERCARS<br><br>ISIN: PLINTCS00010<br><br>Currency: PLN,2020-04-24 18:30:34,2004-05-26,2020-04-24
INTERFERI,"Stock Prices for INTERFERI, ISIN PLINTFR00023, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: INTERFERI<br><br>ISIN: PLINTFR00023<br><br>Currency: PLN,2020-04-24 18:30:34,2006-08-31,2020-04-24
INTERIA_PL,"Stock Prices for INTERIA.PL, ISIN PLINTER00042, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: INTERIA.PL<br><br>ISIN: PLINTER00042<br><br>Currency: PLN,2016-09-12 18:29:15,2001-04-02,2008-05-06
INTERSPPL,"Stock Prices for INTERSPPL, ISIN PLINTSP00038, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: INTERSPPL<br><br>ISIN: PLINTSP00038<br><br>Currency: PLN,2020-04-24 18:30:34,2006-08-18,2020-04-24
INTROL,"Stock Prices for INTROL, ISIN PLINTRL00013, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: INTROL<br><br>ISIN: PLINTRL00013<br><br>Currency: PLN,2020-04-24 18:30:34,2008-01-21,2020-04-24
INVENTUM,"Stock Prices for INVENTUM, ISIN PLIDATF00012, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: INVENTUM<br><br>ISIN: PLIDATF00012<br><br>Currency: PLN,2016-09-07 19:20:55,2014-10-06,2015-01-27
INVESTCON,"Stock Prices for INVESTCON, ISIN PLINCLT00015, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: INVESTCON<br><br>ISIN: PLINCLT00015<br><br>Currency: PLN,2016-09-12 16:29:15,2007-12-07,2014-03-05
INVESTORMS,Warsaw Stock Exchange Indices: INVESTORMS,Index: INVESTORMS<br><br>ISIN: PL9999999672,2020-04-24 20:01:33,2016-10-03,2020-04-24
INVISTA,"Stock Prices for INVISTA, ISIN PLECMNG00019, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: INVISTA<br><br>ISIN: PLECMNG00019<br><br>Currency: PLN,2020-04-24 18:30:34,2013-09-05,2020-04-24
INWESTCON,"Stock Prices for INWESTCON, ISIN PLINCLT00015, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: INWESTCON<br><br>ISIN: PLINCLT00015<br><br>Currency: PLN,2016-09-12 16:58:57,2006-08-09,2007-12-06
IPOPEMA,"Stock Prices for IPOPEMA, ISIN PLIPOPM00011, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: IPOPEMA<br><br>ISIN: PLIPOPM00011<br><br>Currency: PLN,2020-04-24 18:30:34,2009-05-26,2020-04-24
IQP,"Stock Prices for IQP, ISIN PLIQPRT00017, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: IQP<br><br>ISIN: PLIQPRT00017<br><br>Currency: PLN,2020-04-24 18:30:34,2011-10-11,2020-04-24
IRENA,"Stock Prices for IRENA, ISIN PLIRENA00018, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: IRENA<br><br>ISIN: PLIRENA00018<br><br>Currency: PLN,2016-09-12 20:28:13,1992-01-30,2011-05-16
ITMTRADE,"Stock Prices for ITMTRADE, ISIN PLBRIJU00010, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: ITMTRADE<br><br>ISIN: PLBRIJU00010<br><br>Currency: PLN,2020-04-24 18:30:34,2017-11-06,2020-04-24
IVAXCORP,"Stock Prices for IVAXCORP, ISIN US4658231026, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: IVAXCORP<br><br>ISIN: US4658231026<br><br>Currency: PLN,2016-09-12 17:17:04,2004-12-10,2006-01-26
IVMX,"Stock Prices for IVMX, ISIN PLMATRX00017, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: IVMX<br><br>ISIN: PLMATRX00017<br><br>Currency: PLN,2016-09-12 16:58:57,2007-02-05,2016-04-11
IZNS,"Stock Prices for IZNS, ISIN PLIZNS000022, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: IZNS<br><br>ISIN: PLIZNS000022<br><br>Currency: PLN,2016-09-12 16:29:15,2008-12-22,2012-03-26
IZOBLOK,"Stock Prices for IZOBLOK, ISIN PLIZBLK00010, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: IZOBLOK<br><br>ISIN: PLIZBLK00010<br><br>Currency: PLN,2020-04-24 18:30:34,2015-04-24,2020-04-24
IZOLACJA,"Stock Prices for IZOLACJA, ISIN PLIZCJR00017, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: IZOLACJA<br><br>ISIN: PLIZCJR00017<br><br>Currency: PLN,2020-04-24 18:30:34,2007-10-23,2020-04-24
IZOSTAL,"Stock Prices for IZOSTAL, ISIN PLIZSTL00015, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: IZOSTAL<br><br>ISIN: PLIZSTL00015<br><br>Currency: PLN,2020-04-24 18:30:34,2011-02-16,2020-04-24
JAGO,"Stock Prices for JAGO, ISIN PLJAGO000015, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: JAGO<br><br>ISIN: PLJAGO000015<br><br>Currency: PLN,2016-09-12 16:58:57,2005-11-08,2012-10-24
JAROS_AW,"Stock Prices for JAROS£AW, ISIN PLJRSLW00014, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: JAROS£AW<br><br>ISIN: PLJRSLW00014<br><br>Currency: PLN,2016-09-12 18:58:27,1998-12-09,2000-09-25
JCAUTO,"Stock Prices for JCAUTO, ISIN PLJCAUT00045, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: JCAUTO<br><br>ISIN: PLJCAUT00045<br><br>Currency: PLN,2016-09-12 17:17:04,2004-06-30,2008-03-17
JELFA,"Stock Prices for JELFA, ISIN PLJELFA00015, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: JELFA<br><br>ISIN: PLJELFA00015<br><br>Currency: PLN,2016-09-12 20:08:28,1994-07-04,2006-10-20
JHMDEV,"Stock Prices for JHMDEV, ISIN PLJHMDL00018, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: JHMDEV<br><br>ISIN: PLJHMDL00018<br><br>Currency: PLN,2020-04-24 18:30:34,2011-08-09,2020-04-24
JJAUTO,"Stock Prices for JJAUTO, ISIN DE000A1TNS70, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: JJAUTO<br><br>ISIN: DE000A1TNS70<br><br>Currency: PLN,2020-04-24 18:30:34,2014-06-18,2020-04-24
JSW,"Stock Prices for JSW, ISIN PLJSW0000015, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: JSW<br><br>ISIN: PLJSW0000015<br><br>Currency: PLN,2020-04-24 18:30:34,2011-07-06,2020-04-24
JUPITER,"Stock Prices for JUPITER, ISIN PLNFI0300017, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: JUPITER<br><br>ISIN: PLNFI0300017<br><br>Currency: PLN,2016-09-12 19:32:30,1997-06-12,2015-04-24
JUTRZENKA,"Stock Prices for JUTRZENKA, ISIN PLJTRZN00011, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: JUTRZENKA<br><br>ISIN: PLJTRZN00011<br><br>Currency: PLN,2016-09-12 19:49:00,1995-05-17,2011-08-03
JWCONSTR,"Stock Prices for JWCONSTR, ISIN PLJWC0000019, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: JWCONSTR<br><br>ISIN: PLJWC0000019<br><br>Currency: PLN,2020-04-24 18:30:34,2007-06-04,2020-04-24
JWWINVEST,"Stock Prices for JWWINVEST, ISIN PLJWWNT00018, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: JWWINVEST<br><br>ISIN: PLJWWNT00018<br><br>Currency: PLN,2020-04-24 18:30:34,2017-03-22,2020-04-24
K2INTERNT,"Stock Prices for K2INTERNT, ISIN PLK2ITR00010, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: K2INTERNT<br><br>ISIN: PLK2ITR00010<br><br>Currency: PLN,2020-04-24 18:30:34,2008-06-06,2020-04-24
KABLE,"Stock Prices for KABLE, ISIN PLKABLE00012, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: KABLE<br><br>ISIN: PLKABLE00012<br><br>Currency: PLN,2016-09-13 15:09:40,1991-04-16,2010-12-22
KABLEHOLD,"Stock Prices for KABLEHOLD, ISIN PLBFKBL00017, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: KABLEHOLD<br><br>ISIN: PLBFKBL00017<br><br>Currency: PLN,2016-09-12 20:08:28,1994-10-10,2003-01-15
KANIA,"Stock Prices for KANIA, ISIN PLIZNS000022, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: KANIA<br><br>ISIN: PLIZNS000022<br><br>Currency: PLN,2020-04-24 18:30:34,2012-03-27,2020-04-24
KAREN,"Stock Prices for KAREN, ISIN PLKAREN00014, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: KAREN<br><br>ISIN: PLKAREN00014<br><br>Currency: PLN,2016-09-12 16:29:23,2007-06-27,2011-01-26
KBDOM,"Stock Prices for KBDOM, ISIN PLTRAST00020, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: KBDOM<br><br>ISIN: PLTRAST00020<br><br>Currency: PLN,2020-04-24 18:30:34,2012-06-19,2020-04-24
KCI,"Stock Prices for KCI, ISIN PLPONAR00012, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: KCI<br><br>ISIN: PLPONAR00012<br><br>Currency: PLN,2020-04-24 18:30:34,2010-10-11,2020-04-24
KDMSHIPNG,"Stock Prices for KDMSHIPNG, ISIN CY0102492119, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: KDMSHIPNG<br><br>ISIN: CY0102492119<br><br>Currency: PLN,2020-04-24 18:30:34,2012-08-09,2020-04-24
KERDOS,"Stock Prices for KERDOS, ISIN PLHGNKA00028, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: KERDOS<br><br>ISIN: PLHGNKA00028<br><br>Currency: PLN,2018-04-18 18:30:40,2014-11-24,2018-04-18
KERNEL,"Stock Prices for KERNEL, ISIN LU0327357389, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: KERNEL<br><br>ISIN: LU0327357389<br><br>Currency: PLN,2020-04-24 18:30:34,2007-11-23,2020-04-24
KETY,"Stock Prices for KETY, ISIN PLKETY000011, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: KETY<br><br>ISIN: PLKETY000011<br><br>Currency: PLN,2020-04-24 18:30:34,1996-01-30,2020-04-24
KGHM,"Stock Prices for KGHM, ISIN PLKGHM000017, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: KGHM<br><br>ISIN: PLKGHM000017<br><br>Currency: PLN,2020-04-24 18:30:34,1997-07-04,2020-04-24
KGL,"Stock Prices for KGL, ISIN PLKRKGL00012, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: KGL<br><br>ISIN: PLKRKGL00012<br><br>Currency: PLN,2020-04-24 18:30:34,2016-02-03,2020-04-24
KINOPOL,"Stock Prices for KINOPOL, ISIN PLKNOPL00014, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: KINOPOL<br><br>ISIN: PLKNOPL00014<br><br>Currency: PLN,2020-04-24 18:30:34,2011-05-27,2020-04-24
KOELNER,"Stock Prices for KOELNER, ISIN PLKLNR000017, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: KOELNER<br><br>ISIN: PLKLNR000017<br><br>Currency: PLN,2016-09-12 17:17:04,2004-11-30,2013-07-09
KOFOL,"Stock Prices for KOFOL, ISIN CZ0009000121, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: KOFOL<br><br>ISIN: CZ0009000121<br><br>Currency: PLN,2017-06-09 19:01:33,2015-12-09,2017-06-05
KOFOLA,"Stock Prices for KOFOLA, ISIN PLHOOP000010, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: KOFOLA<br><br>ISIN: PLHOOP000010<br><br>Currency: PLN,2016-09-12 16:29:15,2007-12-07,2016-03-14
KOGENERA,"Stock Prices for KOGENERA, ISIN PLKGNRC00015, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: KOGENERA<br><br>ISIN: PLKGNRC00015<br><br>Currency: PLN,2020-04-24 18:30:34,2000-05-26,2020-04-24
KOLASTYNA,"Stock Prices for KOLASTYNA, ISIN PLKLSTN00017, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: KOLASTYNA<br><br>ISIN: PLKLSTN00017<br><br>Currency: PLN,2016-09-12 16:29:22,2007-04-16,2011-01-05
KOMPAP,"Stock Prices for KOMPAP, ISIN PLKOMPP00017, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: KOMPAP<br><br>ISIN: PLKOMPP00017<br><br>Currency: PLN,2020-04-24 18:30:34,1996-11-19,2020-04-24
KOMPUTRON,"Stock Prices for KOMPUTRON, ISIN PLKMPTR00012, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: KOMPUTRON<br><br>ISIN: PLKMPTR00012<br><br>Currency: PLN,2020-04-24 18:30:34,2007-08-22,2020-04-24
KONSSTALI,"Stock Prices for KONSSTALI, ISIN PLKCSTL00010, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: KONSSTALI<br><br>ISIN: PLKCSTL00010<br><br>Currency: PLN,2020-04-24 18:30:34,2008-01-22,2020-04-24
KO_O,"Stock Prices for KO£O, ISIN PLZMKOL00015, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: KO£O<br><br>ISIN: PLZMKOL00015<br><br>Currency: PLN,2016-09-12 19:15:54,1998-01-14,1999-04-20
KOPEX,"Stock Prices for KOPEX, ISIN PLKOPEX00018, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: KOPEX<br><br>ISIN: PLKOPEX00018<br><br>Currency: PLN,2018-10-11 18:30:26,1998-06-04,2018-10-11
KOV,"Stock Prices for KOV, ISIN CA5012401058, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: KOV<br><br>ISIN: CA5012401058<br><br>Currency: PLN,2016-09-12 16:29:15,2010-05-25,2013-07-02
KPPD,"Stock Prices for KPPD, ISIN PLKPPD000017, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: KPPD<br><br>ISIN: PLKPPD000017<br><br>Currency: PLN,2020-04-24 18:30:34,2007-10-17,2020-04-24
KRAKBROK,"Stock Prices for KRAKBROK, ISIN PLKRKBR00010, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: KRAKBROK<br><br>ISIN: PLKRKBR00010<br><br>Currency: PLN,2016-09-12 18:37:08,2000-10-04,2002-10-04
KRAKCHEM,"Stock Prices for KRAKCHEM, ISIN PLKRKCH00019, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: KRAKCHEM<br><br>ISIN: PLKRKCH00019<br><br>Currency: PLN,2020-04-24 18:30:34,2007-10-08,2020-04-24
KREC,"Stock Prices for KREC, ISIN PLKRNRC00012, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: KREC<br><br>ISIN: PLKRNRC00012<br><br>Currency: PLN,2020-04-24 18:30:34,2010-10-26,2020-04-24
KREDYTB,"Stock Prices for KREDYTB, ISIN PLKRDTB00011, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: KREDYTB<br><br>ISIN: PLKRDTB00011<br><br>Currency: PLN,2016-09-12 20:08:28,1994-07-25,2013-01-24
KREDYTIN,"Stock Prices for KREDYTIN, ISIN PLKRINK00014, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: KREDYTIN<br><br>ISIN: PLKRINK00014<br><br>Currency: PLN,2020-04-24 18:30:34,2007-07-09,2020-04-24
